fdn,attributes
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test4,EUtranFreqRelation=1,EUtranCellRelation=6","EUtranCellRelationId=6,neighborCellRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00065,ExternalEUtranCellFDD=LTE01ERBS00065-3"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test4,EUtranFreqRelation=1,EUtranCellRelation=7","EUtranCellRelationId=7,neighborCellRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00065,ExternalEUtranCellFDD=LTE01ERBS00065-4"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test4,EUtranFreqRelation=1,EUtranCellRelation=8","EUtranCellRelationId=8,neighborCellRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00066,ExternalEUtranCellFDD=LTE01ERBS00066-1"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test4,EUtranFreqRelation=1,EUtranCellRelation=9","EUtranCellRelationId=9,neighborCellRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00066,ExternalEUtranCellFDD=LTE01ERBS00066-2"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test4,EUtranFreqRelation=1,EUtranCellRelation=10","EUtranCellRelationId=10,neighborCellRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00066,ExternalEUtranCellFDD=LTE01ERBS00066-3"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test4,EUtranFreqRelation=1,EUtranCellRelation=11","EUtranCellRelationId=11,neighborCellRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00066,ExternalEUtranCellFDD=LTE01ERBS00066-4"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test4,EUtranFreqRelation=1,EUtranCellRelation=12","EUtranCellRelationId=12,neighborCellRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00067,ExternalEUtranCellFDD=LTE01ERBS00067-1"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test4,EUtranFreqRelation=1,EUtranCellRelation=13","EUtranCellRelationId=13,neighborCellRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00067,ExternalEUtranCellFDD=LTE01ERBS00067-2"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test4,EUtranFreqRelation=1,EUtranCellRelation=14","EUtranCellRelationId=14,neighborCellRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00067,ExternalEUtranCellFDD=LTE01ERBS00067-3"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test4,EUtranFreqRelation=1,EUtranCellRelation=15","EUtranCellRelationId=15,neighborCellRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00067,ExternalEUtranCellFDD=LTE01ERBS00067-4"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test4,EUtranFreqRelation=1,EUtranCellRelation=16","EUtranCellRelationId=16,neighborCellRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00068,ExternalEUtranCellFDD=LTE01ERBS00068-1"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test4,EUtranFreqRelation=1,EUtranCellRelation=17","EUtranCellRelationId=17,neighborCellRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00068,ExternalEUtranCellFDD=LTE01ERBS00068-2"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test4,EUtranFreqRelation=1,EUtranCellRelation=18","EUtranCellRelationId=18,neighborCellRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00068,ExternalEUtranCellFDD=LTE01ERBS00068-3"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test4,EUtranFreqRelation=1,EUtranCellRelation=19","EUtranCellRelationId=19,neighborCellRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00068,ExternalEUtranCellFDD=LTE01ERBS00068-4"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test4,EUtranFreqRelation=1,EUtranCellRelation=20","EUtranCellRelationId=20,neighborCellRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00069,ExternalEUtranCellFDD=LTE01ERBS00069-1"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test4,EUtranFreqRelation=1,EUtranCellRelation=21","EUtranCellRelationId=21,neighborCellRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00069,ExternalEUtranCellFDD=LTE01ERBS00069-2"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test4,EUtranFreqRelation=1,EUtranCellRelation=22","EUtranCellRelationId=22,neighborCellRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00069,ExternalEUtranCellFDD=LTE01ERBS00069-3"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test4,EUtranFreqRelation=1,EUtranCellRelation=23","EUtranCellRelationId=23,neighborCellRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00069,ExternalEUtranCellFDD=LTE01ERBS00069-4"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,Cdma2000Network=1,Cdma2000FreqBand=10","Cdma2000FreqBandId=10"
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,Cdma2000Network=1,Cdma2000FreqBand=11","Cdma2000FreqBandId=11"
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,Cdma2000Network=1,Cdma2000FreqBand=10,Cdma2000Freq=1","Cdma2000FreqId=1,freqCdma=0"
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,Cdma2000Network=1,Cdma2000FreqBand=10,Cdma2000Freq=2","Cdma2000FreqId=2,freqCdma=10"
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,Cdma2000Network=1,Cdma2000FreqBand=11,Cdma2000Freq=1","Cdma2000FreqId=1,freqCdma=0"
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,Cdma2000Network=1,Cdma2000FreqBand=11,Cdma2000Freq=2","Cdma2000FreqId=2,freqCdma=10"
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,Cdma2000Network=1,Cdma2000FreqBand=10,Cdma2000Freq=1,ExternalCdma2000Cell=1","ExternalCdma2000CellId=1,pnOffset=0,cellGlobalIdHrpd=""2001:0db8:0000:0000:0000:0000:1428:07ab"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,Cdma2000Network=1,Cdma2000FreqBand=10,Cdma2000Freq=1,ExternalCdma2000Cell=2","ExternalCdma2000CellId=2,pnOffset=0,cellGlobalIdHrpd=""2001:0db8:0000:0000:0000:0000:1428:07ab"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,Cdma2000Network=1,Cdma2000FreqBand=10,Cdma2000Freq=1,ExternalCdma2000Cell=3","ExternalCdma2000CellId=3,pnOffset=0,cellGlobalIdHrpd=""2001:0db8:0000:0000:0000:0000:1428:07ab"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,Cdma2000Network=1,Cdma2000FreqBand=10,Cdma2000Freq=1,ExternalCdma2000Cell=4","ExternalCdma2000CellId=4,pnOffset=0,cellGlobalIdHrpd=""2001:0db8:0000:0000:0000:0000:1428:07ab"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,Cdma2000Network=1,Cdma2000FreqBand=10,Cdma2000Freq=1,ExternalCdma2000Cell=5","ExternalCdma2000CellId=5,pnOffset=0,cellGlobalIdHrpd=""2001:0db8:0000:0000:0000:0000:1428:07ab"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,Cdma2000Network=1,Cdma2000FreqBand=10,Cdma2000Freq=1,ExternalCdma2000Cell=6","ExternalCdma2000CellId=6,pnOffset=0,cellGlobalIdHrpd=""2001:0db8:0000:0000:0000:0000:1428:07ab"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,Cdma2000Network=1,Cdma2000FreqBand=10,Cdma2000Freq=1,ExternalCdma2000Cell=7","ExternalCdma2000CellId=7,pnOffset=0,cellGlobalIdHrpd=""2001:0db8:0000:0000:0000:0000:1428:07ab"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,Cdma2000Network=1,Cdma2000FreqBand=10,Cdma2000Freq=1,ExternalCdma2000Cell=8","ExternalCdma2000CellId=8,pnOffset=0,cellGlobalIdHrpd=""2001:0db8:0000:0000:0000:0000:1428:07ab"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,Cdma2000Network=1,Cdma2000FreqBand=10,Cdma2000Freq=1,ExternalCdma2000Cell=9","ExternalCdma2000CellId=9,pnOffset=0,cellGlobalIdHrpd=""2001:0db8:0000:0000:0000:0000:1428:07ab"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,Cdma2000Network=1,Cdma2000FreqBand=10,Cdma2000Freq=1,ExternalCdma2000Cell=10","ExternalCdma2000CellId=10,pnOffset=0,cellGlobalIdHrpd=""2001:0db8:0000:0000:0000:0000:1428:07ab"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,Cdma2000Network=1,Cdma2000FreqBand=10,Cdma2000Freq=2,ExternalCdma2000Cell=1","ExternalCdma2000CellId=1,pnOffset=0,cellGlobalIdHrpd=""2001:0db8:0000:0000:0000:0000:1428:07ab"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,Cdma2000Network=1,Cdma2000FreqBand=10,Cdma2000Freq=2,ExternalCdma2000Cell=2","ExternalCdma2000CellId=2,pnOffset=0,cellGlobalIdHrpd=""2001:0db8:0000:0000:0000:0000:1428:07ab"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,Cdma2000Network=1,Cdma2000FreqBand=10,Cdma2000Freq=2,ExternalCdma2000Cell=3","ExternalCdma2000CellId=3,pnOffset=0,cellGlobalIdHrpd=""2001:0db8:0000:0000:0000:0000:1428:07ab"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,Cdma2000Network=1,Cdma2000FreqBand=10,Cdma2000Freq=2,ExternalCdma2000Cell=4","ExternalCdma2000CellId=4,pnOffset=0,cellGlobalIdHrpd=""2001:0db8:0000:0000:0000:0000:1428:07ab"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,Cdma2000Network=1,Cdma2000FreqBand=10,Cdma2000Freq=2,ExternalCdma2000Cell=5","ExternalCdma2000CellId=5,pnOffset=0,cellGlobalIdHrpd=""2001:0db8:0000:0000:0000:0000:1428:07ab"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,Cdma2000Network=1,Cdma2000FreqBand=10,Cdma2000Freq=2,ExternalCdma2000Cell=6","ExternalCdma2000CellId=6,pnOffset=0,cellGlobalIdHrpd=""2001:0db8:0000:0000:0000:0000:1428:07ab"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,Cdma2000Network=1,Cdma2000FreqBand=10,Cdma2000Freq=2,ExternalCdma2000Cell=7","ExternalCdma2000CellId=7,pnOffset=0,cellGlobalIdHrpd=""2001:0db8:0000:0000:0000:0000:1428:07ab"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,Cdma2000Network=1,Cdma2000FreqBand=10,Cdma2000Freq=2,ExternalCdma2000Cell=8","ExternalCdma2000CellId=8,pnOffset=0,cellGlobalIdHrpd=""2001:0db8:0000:0000:0000:0000:1428:07ab"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,Cdma2000Network=1,Cdma2000FreqBand=10,Cdma2000Freq=2,ExternalCdma2000Cell=9","ExternalCdma2000CellId=9,pnOffset=0,cellGlobalIdHrpd=""2001:0db8:0000:0000:0000:0000:1428:07ab""""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,Cdma2000Network=1,Cdma2000FreqBand=10,Cdma2000Freq=2,ExternalCdma2000Cell=10","ExternalCdma2000CellId=10,pnOffset=0,cellGlobalIdHrpd=""2001:0db8:0000:0000:0000:0000:1428:07ab"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,Cdma2000Network=1,Cdma2000FreqBand=11,Cdma2000Freq=1,ExternalCdma2000Cell=1","ExternalCdma2000CellId=1,pnOffset=0,cellGlobalIdHrpd=""2001:0db8:0000:0000:0000:0000:1428:07ab"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,Cdma2000Network=1,Cdma2000FreqBand=11,Cdma2000Freq=1,ExternalCdma2000Cell=2","ExternalCdma2000CellId=2,pnOffset=0,cellGlobalIdHrpd=""2001:0db8:0000:0000:0000:0000:1428:07ab"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,Cdma2000Network=1,Cdma2000FreqBand=11,Cdma2000Freq=1,ExternalCdma2000Cell=3","ExternalCdma2000CellId=3,pnOffset=0,cellGlobalIdHrpd=""2001:0db8:0000:0000:0000:0000:1428:07ab"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,Cdma2000Network=1,Cdma2000FreqBand=11,Cdma2000Freq=1,ExternalCdma2000Cell=4","ExternalCdma2000CellId=4,pnOffset=0,cellGlobalIdHrpd=""2001:0db8:0000:0000:0000:0000:1428:07ab"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,Cdma2000Network=1,Cdma2000FreqBand=11,Cdma2000Freq=1,ExternalCdma2000Cell=5","ExternalCdma2000CellId=5,pnOffset=0,cellGlobalIdHrpd=""2001:0db8:0000:0000:0000:0000:1428:07ab"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,Cdma2000Network=1,Cdma2000FreqBand=11,Cdma2000Freq=1,ExternalCdma2000Cell=6","ExternalCdma2000CellId=6,pnOffset=0,cellGlobalIdHrpd=""2001:0db8:0000:0000:0000:0000:1428:07ab"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,Cdma2000Network=1,Cdma2000FreqBand=11,Cdma2000Freq=1,ExternalCdma2000Cell=7","ExternalCdma2000CellId=7,pnOffset=0,cellGlobalIdHrpd=""2001:0db8:0000:0000:0000:0000:1428:07ab"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,Cdma2000Network=1,Cdma2000FreqBand=11,Cdma2000Freq=1,ExternalCdma2000Cell=8","ExternalCdma2000CellId=8,pnOffset=0,cellGlobalIdHrpd=""2001:0db8:0000:0000:0000:0000:1428:07ab"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,Cdma2000Network=1,Cdma2000FreqBand=11,Cdma2000Freq=1,ExternalCdma2000Cell=9","ExternalCdma2000CellId=9,pnOffset=0,cellGlobalIdHrpd=""2001:0db8:0000:0000:0000:0000:1428:07ab"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,Cdma2000Network=1,Cdma2000FreqBand=11,Cdma2000Freq=1,ExternalCdma2000Cell=10","ExternalCdma2000CellId=10,pnOffset=0,cellGlobalIdHrpd=""2001:0db8:0000:0000:0000:0000:1428:07ab"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,Cdma2000Network=1,Cdma2000FreqBand=11,Cdma2000Freq=2,ExternalCdma2000Cell=1","ExternalCdma2000CellId=1,pnOffset=0,cellGlobalIdHrpd=""2001:0db8:0000:0000:0000:0000:1428:07ab"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,Cdma2000Network=1,Cdma2000FreqBand=11,Cdma2000Freq=2,ExternalCdma2000Cell=2","ExternalCdma2000CellId=2,pnOffset=0,cellGlobalIdHrpd=""2001:0db8:0000:0000:0000:0000:1428:07ab"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,Cdma2000Network=1,Cdma2000FreqBand=11,Cdma2000Freq=2,ExternalCdma2000Cell=3","ExternalCdma2000CellId=3,pnOffset=0,cellGlobalIdHrpd=""2001:0db8:0000:0000:0000:0000:1428:07ab"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,Cdma2000Network=1,Cdma2000FreqBand=11,Cdma2000Freq=2,ExternalCdma2000Cell=4","ExternalCdma2000CellId=4,pnOffset=0,cellGlobalIdHrpd=""2001:0db8:0000:0000:0000:0000:1428:07ab"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,Cdma2000Network=1,Cdma2000FreqBand=11,Cdma2000Freq=2,ExternalCdma2000Cell=5","ExternalCdma2000CellId=5,pnOffset=0,cellGlobalIdHrpd=""2001:0db8:0000:0000:0000:0000:1428:07ab"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,Cdma2000Network=1,Cdma2000FreqBand=11,Cdma2000Freq=2,ExternalCdma2000Cell=6","ExternalCdma2000CellId=6,pnOffset=0,cellGlobalIdHrpd=""2001:0db8:0000:0000:0000:0000:1428:07ab"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,Cdma2000Network=1,Cdma2000FreqBand=11,Cdma2000Freq=2,ExternalCdma2000Cell=7","ExternalCdma2000CellId=7,pnOffset=0,cellGlobalIdHrpd=""2001:0db8:0000:0000:0000:0000:1428:07ab"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,Cdma2000Network=1,Cdma2000FreqBand=11,Cdma2000Freq=2,ExternalCdma2000Cell=8","ExternalCdma2000CellId=8,pnOffset=0,cellGlobalIdHrpd=""2001:0db8:0000:0000:0000:0000:1428:07ab"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,Cdma2000Network=1,Cdma2000FreqBand=11,Cdma2000Freq=2,ExternalCdma2000Cell=9","ExternalCdma2000CellId=9,pnOffset=0,cellGlobalIdHrpd=""22001:0db8:0000:0000:0000:0000:1428:07ab"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,Cdma2000Network=1,Cdma2000FreqBand=11,Cdma2000Freq=2,ExternalCdma2000Cell=10","ExternalCdma2000CellId=10,pnOffset=0,cellGlobalIdHrpd=""2001:0db8:0000:0000:0000:0000:1428:07ab"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test1,Cdma2000FreqBandRelation=1","Cdma2000FreqBandRelationId=1,cdma2000FreqBandRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,Cdma2000Network=1,Cdma2000FreqBand=10"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test1,Cdma2000FreqBandRelation=2","Cdma2000FreqBandRelationId=2,cdma2000FreqBandRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,Cdma2000Network=1,Cdma2000FreqBand=11"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test2,Cdma2000FreqBandRelation=1","Cdma2000FreqBandRelationId=1,cdma2000FreqBandRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,Cdma2000Network=1,Cdma2000FreqBand=10"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test2,Cdma2000FreqBandRelation=2","Cdma2000FreqBandRelationId=2,cdma2000FreqBandRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,Cdma2000Network=1,Cdma2000FreqBand=11"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test3,Cdma2000FreqBandRelation=1","Cdma2000FreqBandRelationId=1,cdma2000FreqBandRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,Cdma2000Network=1,Cdma2000FreqBand=10"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test3,Cdma2000FreqBandRelation=2","Cdma2000FreqBandRelationId=2,cdma2000FreqBandRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,Cdma2000Network=1,Cdma2000FreqBand=11"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test4,Cdma2000FreqBandRelation=1","Cdma2000FreqBandRelationId=1,cdma2000FreqBandRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,Cdma2000Network=1,Cdma2000FreqBand=10"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test4,Cdma2000FreqBandRelation=2","Cdma2000FreqBandRelationId=2,cdma2000FreqBandRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,Cdma2000Network=1,Cdma2000FreqBand=11"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,GeraNetwork=1,GeranFreqGroup=100","GeranFreqGroupId=100,frequencyGroupId=100"
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test1,GeranFreqGroupRelation=1","GeranFreqGroupRelationId=1,geranFreqGroupRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,GeraNetwork=1,GeranFreqGroup=100"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test1,GeranFreqGroupRelation=2","GeranFreqGroupRelationId=2,geranFreqGroupRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,GeraNetwork=1,GeranFreqGroup=100"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test1,GeranFreqGroupRelation=3","GeranFreqGroupRelationId=3,geranFreqGroupRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,GeraNetwork=1,GeranFreqGroup=100"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test1,GeranFreqGroupRelation=4","GeranFreqGroupRelationId=4,geranFreqGroupRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,GeraNetwork=1,GeranFreqGroup=100"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test1,GeranFreqGroupRelation=5","GeranFreqGroupRelationId=5,geranFreqGroupRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,GeraNetwork=1,GeranFreqGroup=100"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test1,GeranFreqGroupRelation=6","GeranFreqGroupRelationId=6,geranFreqGroupRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,GeraNetwork=1,GeranFreqGroup=100"""
